Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
45559.0,-1.240439451701,1.2875813010676,0.615919349950911,-0.72317554080713,-0.233681393923786,-0.137418338665191,-0.061011042809059,0.897916098233611,-0.548851969302596,-1.09301801915123,0.0115305056648327,1.26853488219622,0.546585856400432,0.436009726796608,-1.53617619908002,0.394581227061522,-0.336663751658381,0.0702592588885864,0.468512213336863,-0.299641693645155,-0.0243717800952956,-0.25957336983642,-0.120889093578447,-0.295106332731304,-0.0825818966192804,0.347099167369242,-0.325252885966588,-0.0270853680393719,4.0,0
33532.0,1.30131713057326,-0.556250198792267,0.532097026470167,-0.77506751514157,-0.95963699353405,-0.434519389968199,-0.678285868941718,0.0718240180370468,-1.03516398249925,0.7591632415694,1.83731151810417,0.0313810761857769,-0.441633929553329,0.219785621118545,0.368008151888085,1.04050417761898,0.366824995465226,-1.5302805330361,0.45753727244976,0.0209548185686414,0.0440187305232898,-0.0258154936435085,0.132417564629244,0.195324816647577,0.163437689237193,-0.418019845507316,0.0136095082897643,0.0081169886422722,14.95,0
31370.0,-4.40015976850955,-8.520240469558,-3.11817123765465,4.58734896307516,-2.21946025517135,1.43832950705338,4.04668702253558,-0.564296628984853,-1.57501733834512,-0.492532297369353,1.56494966907998,0.5675609351854,-0.203051020015924,1.52694818826791,0.430559539122352,0.335966726974949,-0.0491850740930676,-0.261257404965263,-2.22679956060641,5.54278489868181,1.81106643351271,-1.26652246608423,-2.55841432331553,-0.144412768488588,-0.511138690628954,-0.191705146156608,-0.55180376949162,0.487616192670627,2849.44,0
151942.0,1.99588911606057,0.26244707429298,-1.93609044352365,1.06978103197229,0.811212915519907,-0.890667921862197,0.755921702616975,-0.368919632008079,-0.440532971599611,0.516563080384989,0.752011042309603,0.932481375400604,0.167804255731058,0.937194863800169,-0.480065929520399,-0.191536916194601,-0.769032211848661,0.0566598510403386,-0.0525094710054488,-0.202557817150216,0.175402208299126,0.556415149606258,-0.0847547570517764,-0.385802717207062,0.474034972013174,-0.481949597002958,-0.0355743689288922,-0.0725858011053773,28.56,0
77861.0,-1.22525162706754,0.754402937887865,2.44400715283149,-0.134039540812791,0.215855444281946,1.9160127705054,-0.150526157189135,0.766353393585833,0.322419962380286,-0.525860127835542,0.282107091981466,0.954994239684283,0.819227199489371,-0.676994918493072,1.06760219128228,-1.30808458120658,1.02816801378135,-2.13577021645614,-1.40569762122404,0.182119846805551,0.0081799232874166,0.552489906240102,-0.129116880701377,-0.895390895846548,-0.0009713340413548,0.497776197431,0.492407836843906,0.183253852001362,16.8,0
56316.0,-1.12243160935764,1.53718816422325,2.15536984614722,2.75939751588913,-0.422854946344507,0.407651241295721,0.443570535770206,-0.162275692997565,0.498732093365594,2.40111774838866,-0.839447002759498,-0.786465984903974,-0.665500644140038,-0.913682362859745,0.478809121698963,-0.509149170410096,0.0506660173726273,0.195372672268383,0.785517058146254,0.810613196452628,-0.115827370525839,0.654787037407174,-0.194665786170634,0.402254053819231,-0.147110482033447,0.312141469129565,0.536223036645066,0.0528932883637975,27.56,0
126644.0,-0.588064034943146,0.171830921618293,1.53074669117708,-0.689325968178822,0.385375913645277,-0.165733357951008,0.0079996196460305,0.230472524605977,0.366204319690385,-0.794667110221153,0.167756855139446,0.612743627032472,-0.167223647761092,-0.0670147561204197,-0.621927321005356,0.335222987002363,-0.941042990352964,0.9805348658209,0.056494434470132,-0.0606836936776018,0.328610701278827,0.997181150665242,-0.276352123703026,-0.313592347916003,-0.181108054749327,-0.254843428497589,0.172414188072781,0.160646516641124,0.01,0
122110.0,-0.716833819158932,0.830214454214323,1.29098866154481,-0.430234789739811,0.491673919871777,-0.54242716986636,1.12377441378511,-0.0523529954348381,-0.618761590215862,-0.82795494102588,0.802573677387455,0.639143033585839,-0.497417847064694,0.480505622961328,-0.714183172969414,-0.521743741694337,-0.231654370377724,0.0372197559459332,1.0087635321947,0.033176616962812,-0.16009868504223,-0.494063707463244,-0.293890055208561,0.0531398297125863,0.637650718092624,-0.359634023769117,0.0131642682148152,0.0484641725185139,32.79,0
148370.0,-0.123315582182768,0.958796537529349,-0.475818089607485,-0.741891062312202,0.793027884045763,-0.560169480114832,0.972721897362341,-0.169307518287932,0.319532005293589,0.0532401337019715,-1.22828342983605,0.259794962169937,0.426503273360928,-0.139125557634796,-0.671062195048161,-0.162548380069577,-0.51723312397796,-0.712513631899999,0.0188625389977326,0.0993153937510748,-0.235021944755206,-0.433752541677473,0.143860308209705,0.484457957625285,-0.572272769244577,0.134065775497638,0.233437746413107,0.187302397136813,16.79,0
73624.0,-0.701652117161001,0.994460930135945,2.06415784581028,0.985564826773293,0.105250751809994,-0.904505561989266,0.77770397889951,-0.559036344175153,-0.237603754507454,0.509256111921066,0.349876456186071,-0.620353009397303,-0.497043955251131,-0.646872491604528,2.03959639409812,-0.524741044150355,0.594750772344142,-0.035721508446336,1.53425801026542,0.344841454999833,-0.355003251130437,-0.605440027244414,-0.228879405704789,0.679463603545111,-0.180566096366146,0.299305759157764,-0.240471578459846,-0.30897737075676,11.28,0
60873.0,1.25743537235072,-0.286263020300558,0.152879675577912,0.399920092308638,-0.46335578540391,-0.229918648259095,-0.263882858971721,0.0298625831301546,1.03497925052271,-0.260539055864313,-1.79272815614563,-0.708491492349765,-1.64653168773472,0.0965694179578436,-0.0855009683037354,-0.0639442954747211,-0.0697441506208313,-0.12308140294481,0.641353647398644,-0.150200051849442,-0.159819520866841,-0.336975261266446,-0.181031646590401,-0.412584074189478,0.584383424093994,0.726551326218766,-0.0498801634636804,-0.0015940080095833,27.83,0
19266.0,1.21562233671596,0.397093619053426,0.413876731543124,0.850117553497083,-0.13633348653161,-0.562733197946072,-0.10312932285279,-0.129410040957368,1.35743043520131,-0.68897589380931,1.05333813643183,-2.34033034424188,1.55729153832168,1.23297147895807,0.640123500750351,0.170426073609187,1.02187150698812,-0.439235803790458,-0.758074385613353,-0.17387681950526,-0.413691969955343,-0.92553199629276,0.173919977744691,-0.0349998470087909,0.1103253943979,0.0864674113889475,-0.0352463329204469,0.0204108632578311,1.98,0
54732.0,1.24080186207326,-0.990659714297734,1.05441385590422,-0.516974831696693,-1.55674988041308,0.136140836047731,-1.20384868237663,0.226748505966545,-0.188425992866048,0.653573876922488,0.417211032031082,0.42475015049158,-0.21256929759747,-0.308906929401802,-0.511298267120282,-0.981570812707961,-0.17671070757382,1.63304059520609,-0.191473844147989,-0.422991754332573,-0.436432127066735,-0.732870318656082,0.0692237997239612,0.0309068983169937,-0.0110439919279716,0.960941779069101,-0.0197661981588109,0.0128933006193701,40.46,0
